NEIGHBORHOOD,BUILDING_CLASS_CATEGORY,TAX_CLASS_AT_PRESENT,BLOCK,LOT,EASEMENT,BUILDING_CLASS_AT_PRESENT,ADDRESS,APARTMENT_NUMBER,ZIP_CODE,RESIDENTIAL_UNITS,COMMERCIAL_UNITS,TOTAL_UNITS,LAND_SQUARE_FEET,GROSS_SQUARE_FEET,YEAR_BUILT,TAX_CLASS_AT_TIME_OF_SALE,BUILDING_CLASS_AT_TIME_OF_SALE,SALE_PRICE,SALE_DATE
BOROUGH PARK,01 ONE FAMILY DWELLINGS,1,5507,20,,A5,2036 58TH STREET,,11204,1,0,1,"2,504","1,320",1930,1,A5,"9,99,000",26/04/21
BOROUGH PARK,01 ONE FAMILY DWELLINGS,1,5507,33,,A5,2068 58TH STREET,,11204,1,0,1,"2,003","1,452",1930,1,A5,"11,00,000",07/05/21
BOROUGH PARK,01 ONE FAMILY DWELLINGS,1,5510,12,,A9,1612 59TH STREET,,11204,1,0,1,"2,454","1,376",1925,1,A9,"12,65,000",21/07/21
BOROUGH PARK,01 ONE FAMILY DWELLINGS,1,5510,19,,A5,1632 59TH STREET,,11204,1,0,1,"2,070","2,680",1925,1,A5,"15,10,000",24/11/20
BOROUGH PARK,01 ONE FAMILY DWELLINGS,1,5512,59,,A5,1843 60TH STREET,,11204,1,0,1,"2,003","1,568",1920,1,A5,"12,90,000",09/06/21
BOROUGH PARK,01 ONE FAMILY DWELLINGS,1,5514,29,,A9,2056 59TH STREET,,11204,1,0,1,"2,003","1,760",1920,1,A9,"15,80,500",03/08/21
BOROUGH PARK,01 ONE FAMILY DWELLINGS,1,5514,35,,A1,2070 59TH STREET,,11204,1,0,1,"2,955","1,462",1920,1,A1,"17,10,000",19/04/21
BOROUGH PARK,01 ONE FAMILY DWELLINGS,1,5514,39,,A3,5908 21ST AVENUE,,11204,1,0,1,"4,000","4,737",1920,1,A3,"40,00,000",31/12/20
BOROUGH PARK,01 ONE FAMILY DWELLINGS,1,5515,1,,A5,5923 21ST AVENUE,,11204,1,0,1,"1,607","2,460",1940,1,A5,"14,55,000",27/05/21
BOROUGH PARK,01 ONE FAMILY DWELLINGS,1,5519,20,,A9,1834 60TH STREET,,11204,1,0,1,"1,800","1,472",1920,1,A9,"12,50,000",03/11/20
BOROUGH PARK,01 ONE FAMILY DWELLINGS,1,5519,63,,A9,1841 61ST STREET,,11204,1,0,1,"1,800","2,160",1920,1,A9,"5,62,500",16/12/20
BOROUGH PARK,01 ONE FAMILY DWELLINGS,1,5521,6,,S1,6007 20TH AVENUE,,11204,1,1,2,"2,050","1,920",1925,1,S1,"11,80,000",07/09/21
BOROUGH PARK,01 ONE FAMILY DWELLINGS,1,5522,51,,A5,2171 61 STREET,,11204,1,0,1,"2,000","1,376",1930,1,A5,"9,05,000",09/07/21
BOROUGH PARK,01 ONE FAMILY DWELLINGS,1,5522,51,,A5,2171 61ST STREET,,11204,1,0,1,"2,000","1,376",1930,1,A5,"8,32,000",21/05/21
BOROUGH PARK,01 ONE FAMILY DWELLINGS,1,5526,20,,A5,1836 61ST STREET,,11204,1,0,1,"2,000","2,306",1930,1,A5,"18,00,000",22/07/21
BOROUGH PARK,01 ONE FAMILY DWELLINGS,1,5526,26,,A5,1850 61ST STREET,,11204,1,0,1,"2,000","1,440",1930,1,A5,"12,85,000",12/08/21
BOROUGH PARK,01 ONE FAMILY DWELLINGS,1,5526,50,,A5,1867 62ND STREET,,11204,1,0,1,"2,500","1,568",1930,1,A5,"12,60,000",05/11/20
BOROUGH PARK,01 ONE FAMILY DWELLINGS,1,5527,11,,A5,1912 61ST STREET,,11204,1,0,1,"1,800","1,440",1925,1,A5,"8,30,000",10/06/21
BOROUGH PARK,01 ONE FAMILY DWELLINGS,1,5527,45,,S1,6118 20TH AVENUE,,11204,1,1,2,"1,600","1,520",1931,1,S1,"12,00,000",22/12/20
BOROUGH PARK,01 ONE FAMILY DWELLINGS,1,5527,68,,A5,1927 62ND STREET,,11204,1,0,1,"1,800","1,440",1925,1,A5,"8,55,000",07/01/21
BOROUGH PARK,01 ONE FAMILY DWELLINGS,1,5535,6,,S1,6211 20TH AVENUE,,11204,1,1,2,"1,627","4,000",1920,1,S1,"15,90,000",08/06/21
BOROUGH PARK,01 ONE FAMILY DWELLINGS,1,5536,69,,A5,2113 63RD STREET,,11204,1,0,1,"2,300","1,860",1925,1,A5,"9,80,000",22/03/21
BOROUGH PARK,01 ONE FAMILY DWELLINGS,1,5537,21,,A1,1538 63RD STREET,,11219,1,0,1,"1,580","1,280",1925,1,A1,"8,22,000",05/05/21
BOROUGH PARK,01 ONE FAMILY DWELLINGS,1,5540,17,,A1,1826 63RD STREET,,11204,1,0,1,"2,475","1,388",1960,1,A1,"10,75,000",27/05/21
BOROUGH PARK,01 ONE FAMILY DWELLINGS,1,5542,15,,A5,2024 63RD STREET,,11204,1,0,1,"2,004","1,504",1920,1,A5,"9,50,000",14/10/20
BOROUGH PARK,01 ONE FAMILY DWELLINGS,1,5543,53,,A5,2159 64TH STREET,,11204,1,0,1,"2,000","1,440",1920,1,A5,"9,25,000",28/01/21
BOROUGH PARK,01 ONE FAMILY DWELLINGS,1,5596,30,,S1,4207 NEW UTRECHT AVENUE,,11219,1,1,2,"1,239","2,000",1930,1,S1,"8,85,000",16/12/20
BOROUGH PARK,01 ONE FAMILY DWELLINGS,1,5599,72,,S1,1311 43 STREET,,11219,1,1,2,"2,003","2,080",1930,1,S1,"5,00,000",02/02/21
BOROUGH PARK,01 ONE FAMILY DWELLINGS,1,5625,1,,S1,901 48TH STREET,,11219,1,1,2,"2,053","3,560",1925,1,S1,"34,00,000",06/04/21
BOROUGH PARK,01 ONE FAMILY DWELLINGS,1,5636,64,,A5,1433 49TH STREET,,11219,1,0,1,"2,354","2,385",1935,1,A5,"15,89,000",19/03/21
BOROUGH PARK,01 ONE FAMILY DWELLINGS,1,5644,22,,S1,838 50TH STREET,,11220,1,1,2,"2,003","2,863",1960,1,S1,"14,20,000",20/10/20
BOROUGH PARK,01 ONE FAMILY DWELLINGS,1,5644,59,,A5,845A 51ST STREET,,11220,1,0,1,"1,402","1,318",1920,1,A5,"9,70,000",15/04/21
BOROUGH PARK,01 ONE FAMILY DWELLINGS,1,5644,169,,A5,823 51 STREET,,11220,1,0,1,"1,402","1,308",1920,1,A5,"8,80,000",13/09/21
BOROUGH PARK,01 ONE FAMILY DWELLINGS,1,5647,64,,A5,1129 51ST STREET,,11219,1,0,1,"2,003","1,408",1915,1,A5,"12,94,000",05/11/20
BOROUGH PARK,01 ONE FAMILY DWELLINGS,1,5647,68,,A5,1121 51ST STREET,,11219,1,0,1,"2,003","1,944",1915,1,A5,"9,90,000",09/06/21
BOROUGH PARK,01 ONE FAMILY DWELLINGS,1,5647,70,,A3,1115 51ST STREET,,11219,1,0,1,"2,003","2,574",1915,1,A3,"10,47,425",09/07/21
BOROUGH PARK,01 ONE FAMILY DWELLINGS,1,5651,57,,A1,851 52ND STREET,,11220,1,0,1,"2,003","1,216",1920,1,A1,"8,60,000",03/11/20
BOROUGH PARK,01 ONE FAMILY DWELLINGS,1,5657,66,,A7,1421 52 STREET,,11219,1,0,1,"5,008","3,375",1935,1,A7,"32,50,500",12/08/21
BOROUGH PARK,01 ONE FAMILY DWELLINGS,1,5665,119,,A5,832 53RD STREET,,11220,1,0,1,"1,302",884,1915,1,A5,"11,00,000",10/08/21
BOROUGH PARK,01 ONE FAMILY DWELLINGS,1,5675,27,,A5,1152 54TH STREET,,11219,1,0,1,"2,003","1,648",1910,1,A5,"11,65,000",01/03/21
BOROUGH PARK,01 ONE FAMILY DWELLINGS,1,5678,27,,A1,1454 54TH STREET,,11219,1,0,1,"3,005","4,224",1920,1,A1,"19,50,000",26/05/21
BOROUGH PARK,01 ONE FAMILY DWELLINGS,1,5681,51,,A5,1055 56TH STREET,,11219,1,0,1,"2,003","1,432",1925,1,A5,"5,50,000",20/01/21
BOROUGH PARK,01 ONE FAMILY DWELLINGS,1,5681,58,,A5,1037 56TH STREET,,11219,1,0,1,"2,003","1,432",1925,1,A5,"15,50,000",07/12/20
BOROUGH PARK,01 ONE FAMILY DWELLINGS,1,5682,11,,S1,1114 55TH STREET,,11219,1,1,2,"2,546","2,600",1931,1,S1,"7,00,000",31/12/20
BOROUGH PARK,01 ONE FAMILY DWELLINGS,1,5701,20,,A5,930 58TH STREET,,11219,1,0,1,"2,003","2,100",1925,1,A5,"16,20,000",31/08/21
BOROUGH PARK,01 ONE FAMILY DWELLINGS,1,5703,26,,A1,1162 58TH STREET,,11219,1,0,1,"4,007","4,810",1899,1,A1,"37,00,000",13/09/21
BOROUGH PARK,01 ONE FAMILY DWELLINGS,1,5705,30,,S1,5814 NEW UTRECHT AVENUE,,11219,1,1,2,"2,000","2,000",1931,1,S1,"13,00,000",04/02/21
BOROUGH PARK,01 ONE FAMILY DWELLINGS,1,5705,31,,S1,5816 NEW UTRECHT AVENUE,,11219,1,1,2,"1,600","2,000",1931,1,S1,"13,00,000",04/02/21
BOROUGH PARK,01 ONE FAMILY DWELLINGS,1,5712,15,,A3,1336 59TH STREET,,11219,1,0,1,"2,003","3,362",1925,1,A3,"23,10,000",19/08/21
BOROUGH PARK,01 ONE FAMILY DWELLINGS,1,5731,48,,A1,1165 63RD STREET,,11219,1,0,1,"2,900","1,152",1920,1,A1,"10,89,900",16/07/21
BOROUGH PARK,01 ONE FAMILY DWELLINGS,1,5731,53,,A1,1151 63RD STREET,,11219,1,0,1,"2,958","1,152",1920,1,A1,"9,00,000",22/07/21
BOROUGH PARK,01 ONE FAMILY DWELLINGS,1,5732,77,,A5,1209 TABOR COURT,,11219,1,0,1,"1,800","1,376",1930,1,A5,"8,40,000",19/10/20
BOROUGH PARK,01 ONE FAMILY DWELLINGS,1,5733,10,,A9,1310 62ND STREET,,11219,1,0,1,"2,300","1,404",1955,1,A9,"8,70,000",15/07/21
BOROUGH PARK,01 ONE FAMILY DWELLINGS,1,5738,165,,A5,1137 64TH STREET,,11219,1,0,1,"1,800","1,485",1940,1,A5,"8,90,000",05/10/20
BOROUGH PARK,01 ONE FAMILY DWELLINGS,1,6550,61,,A5,2243 62ND STREET,,11204,1,0,1,"1,983","1,376",1930,1,A5,"9,35,000",30/12/20
BOROUGH PARK,01 ONE FAMILY DWELLINGS,1,6551,31,,A5,2260 62 STREET,,11204,1,0,1,"1,983","1,376",1930,1,A5,"9,70,000",05/04/21
BOROUGH PARK,01 ONE FAMILY DWELLINGS,1,6557,16,,A9,2324 62ND STREET,,11204,1,0,1,"2,050","1,448",1930,1,A9,"8,65,000",18/11/20
BOROUGH PARK,01 ONE FAMILY DWELLINGS,1,6557,17,,A9,2326 62ND STREET,,11204,1,0,1,"2,050","1,448",1930,1,A9,"9,30,000",23/03/21
BOROUGH PARK,01 ONE FAMILY DWELLINGS,1,6557,24,,A1,2340 62ND STREET,,11204,1,0,1,"3,700","2,023",1930,1,A1,"11,75,000",21/05/21
BOROUGH PARK,02 TWO FAMILY DWELLINGS,1,742,2,,S2,4421 8 AVENUE,,11220,2,1,3,"1,760","3,180",1926,1,S2,"26,50,000",03/03/21
BOROUGH PARK,02 TWO FAMILY DWELLINGS,1,751,73,,B9,825 46 STREET,,11220,2,0,2,"2,755","2,560",1925,1,B9,"14,90,000",07/05/21
BOROUGH PARK,02 TWO FAMILY DWELLINGS,1,769,45,,B1,873 48TH STREET,,11220,2,0,2,"2,955","2,560",1925,1,B1,"18,00,000",20/08/21
BOROUGH PARK,02 TWO FAMILY DWELLINGS,1,923,59,,B1,845 42ND STREET,,11232,2,0,2,"2,003","1,710",1950,1,B1,"9,98,000",07/12/20
BOROUGH PARK,02 TWO FAMILY DWELLINGS,1,5290,38,,B2,1114 38TH STREET,,11218,2,0,2,"1,903","2,172",1899,1,B2,"12,15,000",29/06/21
BOROUGH PARK,02 TWO FAMILY DWELLINGS,1,5290,57,,B2,3804 12TH AVENUE,,11218,2,0,2,"1,520","1,900",1899,1,B2,"12,60,000",11/08/21
BOROUGH PARK,02 TWO FAMILY DWELLINGS,1,5344,27,,B1,1452 41ST STREET,,11218,2,0,2,"2,003","2,070",1930,1,B1,"9,99,000",18/03/21
BOROUGH PARK,02 TWO FAMILY DWELLINGS,1,5345,23,,B1,1444 40TH STREET,,11218,2,0,2,"2,404","2,280",1930,1,B1,"9,99,000",01/09/21
BOROUGH PARK,02 TWO FAMILY DWELLINGS,1,5345,66,,B1,1451 41 STREET,,11218,2,0,2,"2,003","2,060",1901,1,B1,"9,95,000",26/10/20
BOROUGH PARK,02 TWO FAMILY DWELLINGS,1,5345,77,,B1,1423 41ST STREET,,11218,2,0,2,"2,003","2,060",1901,1,B1,"9,00,000",18/06/21
BOROUGH PARK,02 TWO FAMILY DWELLINGS,1,5346,153,,B1,1461 40TH STREET,,11218,2,0,2,"1,805","1,868",1970,1,B1,"11,35,000",12/04/21
BOROUGH PARK,02 TWO FAMILY DWELLINGS,1,5347,48,,B1,1471 39TH ST,,11218,2,0,2,"1,903","2,054",1930,1,B1,"11,20,000",28/04/21
BOROUGH PARK,02 TWO FAMILY DWELLINGS,1,5350,24,,B1,1420 35TH STREET,,11218,2,0,2,"2,003","2,000",1910,1,B1,"9,75,000",19/01/21
BOROUGH PARK,02 TWO FAMILY DWELLINGS,1,5350,65,,B1,1429 36TH STREET,,11218,2,0,2,"2,003","2,504",1910,1,B1,"11,50,000",26/08/21
BOROUGH PARK,02 TWO FAMILY DWELLINGS,1,5351,39,,B3,250 DAHILL ROAD,,11218,2,0,2,"1,440","1,676",1920,1,B3,"9,00,000",17/08/21
BOROUGH PARK,02 TWO FAMILY DWELLINGS,1,5352,31,,S2,544 MCDONALD AVENUE,,11218,2,1,3,"2,000","3,120",1910,1,S2,"17,30,000",12/08/21
BOROUGH PARK,02 TWO FAMILY DWELLINGS,1,5362,68,,B1,1527 43RD STREET,,11219,2,0,2,"2,003","1,460",1925,1,B1,"12,00,000",14/09/21
BOROUGH PARK,02 TWO FAMILY DWELLINGS,1,5365,48,,B1,1571 40TH STREET,,11218,2,0,2,"2,379","2,480",1930,1,B1,"14,00,000",07/07/21
BOROUGH PARK,02 TWO FAMILY DWELLINGS,1,5366,50,,B1,1561 39TH STREET,,11218,2,0,2,"2,379","2,000",1930,1,B1,"13,00,000",17/02/21
BOROUGH PARK,02 TWO FAMILY DWELLINGS,1,5381,57,,B1,1675 42ND STREET,,11204,2,0,2,"2,003","2,240",1925,1,B1,"11,00,000",07/12/20
BOROUGH PARK,02 TWO FAMILY DWELLINGS,1,5381,84,,B1,1607 42ND STREET,,11204,2,0,2,"2,604","2,360",1925,1,B1,"16,15,000",26/01/21
BOROUGH PARK,02 TWO FAMILY DWELLINGS,1,5382,7,,B2,4009 16TH AVENUE,,11218,2,0,2,"2,017","1,840",1920,1,B2,"14,00,000",13/08/21
BOROUGH PARK,02 TWO FAMILY DWELLINGS,1,5382,16,,B2,1626 40TH STREET,,11218,2,0,2,"2,003","1,848",1920,1,B2,"9,50,000",06/07/21
BOROUGH PARK,02 TWO FAMILY DWELLINGS,1,5394,28,,S2,794 MCDONALD AVENUE,,11218,2,1,3,"2,000","5,280",1925,1,S2,"9,99,000",01/09/21
BOROUGH PARK,02 TWO FAMILY DWELLINGS,1,5394,29,,S2,796 MCDONALD AVENUE,,11218,2,1,3,"2,000","3,144",1925,1,S2,"8,51,000",01/09/21
BOROUGH PARK,02 TWO FAMILY DWELLINGS,1,5394,62,,B2,573 DAHILL ROAD,,11218,2,0,2,"2,000","1,828",1925,1,B2,"12,90,000",19/08/21
BOROUGH PARK,02 TWO FAMILY DWELLINGS,1,5405,43,,B1,1727 44TH STREET,,11204,2,0,2,"2,003","3,040",1899,1,B1,"13,50,000",13/01/21
BOROUGH PARK,02 TWO FAMILY DWELLINGS,1,5407,27,,S2,898 MCDONALD AVENUE,,11218,2,1,3,"2,000","4,400",1899,1,S2,"19,50,000",26/02/21
BOROUGH PARK,02 TWO FAMILY DWELLINGS,1,5407,28,,S2,902 MCDONALD AVENUE,,11218,2,1,3,"2,000","4,400",1899,1,S2,"19,50,000",26/02/21
BOROUGH PARK,02 TWO FAMILY DWELLINGS,1,5431,17,,B3,1528 44TH STREET,,11219,2,0,2,"2,003","1,590",1910,1,B3,"13,00,000",17/08/21
BOROUGH PARK,02 TWO FAMILY DWELLINGS,1,5431,31,,B1,1562 44TH STREET,,11219,2,0,2,"2,003","1,661",1910,1,B1,"14,20,000",24/09/21
BOROUGH PARK,02 TWO FAMILY DWELLINGS,1,5435,19,,B9,1730 45TH STREET,,11204,2,0,2,"2,003","3,000",1901,1,B9,"14,50,000",28/10/20
BOROUGH PARK,02 TWO FAMILY DWELLINGS,1,5437,81,,B2,1619 47TH STREET,,11204,2,0,2,"4,007","5,070",1920,1,B2,"19,90,000",30/11/20
BOROUGH PARK,02 TWO FAMILY DWELLINGS,1,5439,18,,B1,4605 18TH AVENUE,,11204,2,0,2,"2,568","2,448",1910,1,B1,"15,00,000",07/06/21
BOROUGH PARK,02 TWO FAMILY DWELLINGS,1,5441,13,,B1,18 LAWRENCE AVENUE,,11230,2,0,2,"2,450","2,520",1930,1,B1,"14,90,000",12/02/21
BOROUGH PARK,02 TWO FAMILY DWELLINGS,1,5448,13,,S2,1610 48TH STREET,,11204,2,1,3,"2,003","3,720",1980,1,S2,"14,10,000",28/10/20
BOROUGH PARK,02 TWO FAMILY DWELLINGS,1,5450,19,,B1,1836 48TH STREET,,11204,2,0,2,"2,705","2,856",1920,1,B1,"9,00,000",22/06/21
BOROUGH PARK,02 TWO FAMILY DWELLINGS,1,5453,31,,S2,1558 49TH STREET,,11219,2,1,3,"2,604","4,836",1970,1,S2,"22,15,500",11/02/21
BOROUGH PARK,02 TWO FAMILY DWELLINGS,1,5456,31,,B2,1864 49TH STREET,,11204,2,0,2,"1,820","1,392",1920,1,B2,"9,98,000",04/03/21
BOROUGH PARK,02 TWO FAMILY DWELLINGS,1,5456,65,,B1,1849 50 STREET,,11204,2,0,2,"2,504","2,720",1930,1,B1,"15,40,000",14/12/20
BOROUGH PARK,02 TWO FAMILY DWELLINGS,1,5457,52,,B3,1925 50TH STREET,,11204,2,0,2,"2,003","3,600",1920,1,B3,"13,64,808",21/04/21
BOROUGH PARK,02 TWO FAMILY DWELLINGS,1,5459,21,,B1,1630 50TH STREET,,11204,2,0,2,"4,007","5,265",1930,1,B1,"19,90,000",21/07/21
BOROUGH PARK,02 TWO FAMILY DWELLINGS,1,5461,47,,B3,5022 19TH AVENUE,,11204,2,0,2,"2,000","1,400",1920,1,B3,"10,50,000",08/06/21
BOROUGH PARK,02 TWO FAMILY DWELLINGS,1,5464,57,,B1,973 DAHILL ROAD,,11204,2,0,2,"2,000","2,010",1899,1,B1,"13,00,000",25/08/21
BOROUGH PARK,02 TWO FAMILY DWELLINGS,1,5466,11,,B1,1606 51ST STREET,,11204,2,0,2,"3,005","2,872",1930,1,B1,"19,95,000",15/10/20
BOROUGH PARK,02 TWO FAMILY DWELLINGS,1,5466,36,,B2,1660 51ST STREET,,11204,2,0,2,"2,805","2,421",1930,1,B2,"15,00,000",26/01/21
BOROUGH PARK,02 TWO FAMILY DWELLINGS,1,5467,9,,B2,5101 17TH AVENUE,,11204,2,0,2,"4,017","3,250",1925,1,B2,"25,50,000",10/08/21
BOROUGH PARK,02 TWO FAMILY DWELLINGS,1,5473,23,,B1,1744 52 STREET,,11204,2,0,2,"3,005","2,560",1925,1,B1,"20,00,000",21/04/21
BOROUGH PARK,02 TWO FAMILY DWELLINGS,1,5474,55,,B1,1863 53RD STREET,,11204,2,0,2,"2,404","2,280",1925,1,B1,"13,50,000",25/02/21
BOROUGH PARK,02 TWO FAMILY DWELLINGS,1,5474,72,,B1,1821 53RD STREET,,11204,2,0,2,"2,504","2,680",1925,1,B1,"13,65,500",13/05/21
BOROUGH PARK,02 TWO FAMILY DWELLINGS,1,5476,26,,B1,2044 52ND STREET,,11204,2,0,2,"1,987","1,847",1955,1,B1,"9,50,000",16/11/20
BOROUGH PARK,02 TWO FAMILY DWELLINGS,1,5483,12,,B3,1228 MCDONALD AVENUE,,11230,2,0,2,"2,000","2,300",1915,1,B3,"7,50,000",25/08/21
BOROUGH PARK,02 TWO FAMILY DWELLINGS,1,5485,45,,B2,1694 54TH STREET,,11204,2,0,2,"2,195","2,680",1925,1,B2,"19,00,000",03/06/21
BOROUGH PARK,02 TWO FAMILY DWELLINGS,1,5486,35,,B1,1768 54TH STREET,,11204,2,0,2,"2,003","2,381",1960,1,B1,"13,05,000",07/12/20
BOROUGH PARK,02 TWO FAMILY DWELLINGS,1,5487,33,,B3,1866 54TH STREET,,11204,2,0,2,"1,853","1,188",1925,1,B3,"9,99,000",19/01/21
BOROUGH PARK,02 TWO FAMILY DWELLINGS,1,5494,55,,B3,1870 55TH STREET,,11204,2,0,2,"2,258","1,632",1899,1,B3,"15,70,000",21/05/21
BOROUGH PARK,02 TWO FAMILY DWELLINGS,1,5495,44,,B1,1926 54TH STREET,,11204,2,0,2,"1,972","1,890",1920,1,B1,"12,25,000",11/08/21
BOROUGH PARK,02 TWO FAMILY DWELLINGS,1,5495,1312,,B2,2069 57TH STREET,,11204,2,0,2,"1,359","1,040",1899,1,B2,"8,25,000",10/08/21
BOROUGH PARK,02 TWO FAMILY DWELLINGS,1,5496,54,,B3,1563 58TH STREET,,11219,2,0,2,"3,005","2,960",1915,1,B3,"19,98,000",18/02/21
BOROUGH PARK,02 TWO FAMILY DWELLINGS,1,5501,50,,B1,2159 58TH STREET,,11204,2,0,2,"1,903","1,748",1960,1,B1,"12,00,000",27/05/21
BOROUGH PARK,02 TWO FAMILY DWELLINGS,1,5503,28,,B1,1650 58TH STREET,,11204,2,0,2,"2,571","2,310",1935,1,B1,"14,25,000",08/03/21
BOROUGH PARK,02 TWO FAMILY DWELLINGS,1,5503,51,,B1,5818 17TH AVENUE,,11204,2,0,2,"1,975","2,180",1930,1,B1,"14,00,000",21/04/21
BOROUGH PARK,02 TWO FAMILY DWELLINGS,1,5504,74,,B1,1711 59 STREET,,11204,2,0,2,"2,726","5,250",1970,1,B1,"36,40,000",06/04/21
BOROUGH PARK,02 TWO FAMILY DWELLINGS,1,5505,31,,B1,1860 58TH STREET,,11204,2,0,2,"2,003","2,227",1935,1,B1,"15,75,000",14/04/21
BOROUGH PARK,02 TWO FAMILY DWELLINGS,1,5505,59,,B3,1845 59TH STREET,,11204,2,0,2,"2,070","2,268",1940,1,B3,"14,00,000",10/03/21
BOROUGH PARK,02 TWO FAMILY DWELLINGS,1,5506,53,,B2,1965 59TH STREET,,11204,2,0,2,"3,005","4,453",1925,1,B2,"17,25,000",15/06/21
BOROUGH PARK,02 TWO FAMILY DWELLINGS,1,5510,64,,B3,1655 60TH STREET,,11204,2,0,2,"2,170","1,852",1940,1,B3,"11,65,000",23/04/21
BOROUGH PARK,02 TWO FAMILY DWELLINGS,1,5510,67,,B1,1647 60TH STREET,,11204,2,0,2,"2,200","3,960",1985,1,B1,"24,00,000",17/06/21
BOROUGH PARK,02 TWO FAMILY DWELLINGS,1,5511,8,,B3,1702 59TH STREET,,11204,2,0,2,"1,200","1,760",1940,1,B3,"12,00,000",20/04/21
BOROUGH PARK,02 TWO FAMILY DWELLINGS,1,5513,53,,B2,1959 60TH STREET,,11204,2,0,2,"2,604","2,368",1925,1,B2,"13,40,000",18/02/21
BOROUGH PARK,02 TWO FAMILY DWELLINGS,1,5517,81,,B2,1641 61ST STREET,,11204,2,0,2,"2,000","1,880",1915,1,B2,"9,99,500",25/02/21
BOROUGH PARK,02 TWO FAMILY DWELLINGS,1,5519,22,,B3,1840 60TH STREET,,11204,2,0,2,"1,800","1,549",1920,1,B3,"12,00,000",16/03/21
BOROUGH PARK,02 TWO FAMILY DWELLINGS,1,5519,53,,B3,1861 61ST STREET,,11204,2,0,2,"1,800","1,568",1920,1,B3,"4,20,000",06/07/21
BOROUGH PARK,02 TWO FAMILY DWELLINGS,1,5520,24,,B2,1944 60TH STREET,,11204,2,0,2,"2,467","2,592",1920,1,B2,"13,25,000",29/06/21
BOROUGH PARK,02 TWO FAMILY DWELLINGS,1,5520,68,,B3,1927 61ST STREET,,11204,2,0,2,"2,400","2,066",1930,1,B3,"13,50,000",12/08/21
BOROUGH PARK,02 TWO FAMILY DWELLINGS,1,5520,73,,B1,1925 61ST STREET,,11204,2,0,2,"2,800","2,440",1930,1,B1,"13,50,000",02/12/20
BOROUGH PARK,02 TWO FAMILY DWELLINGS,1,5526,17,,B3,1828 61ST STREET,,11204,2,0,2,"2,000","1,440",1930,1,B3,"11,10,000",30/06/21
BOROUGH PARK,02 TWO FAMILY DWELLINGS,1,5527,44,,B1,6116 20TH AVENUE,,11204,2,0,2,"1,600","3,124",1920,1,B1,"10,82,000",15/10/20
BOROUGH PARK,02 TWO FAMILY DWELLINGS,1,5528,51,,B1,2071 62ND STREET,,11204,2,0,2,"2,500","2,320",1925,1,B1,"14,10,000",21/09/21
BOROUGH PARK,02 TWO FAMILY DWELLINGS,1,5528,60,,B1,2045 62ND STREET,,11204,2,0,2,"2,500","2,320",1925,1,B1,"13,85,000",16/02/21
BOROUGH PARK,02 TWO FAMILY DWELLINGS,1,5533,64,,B3,1821 63RD ST,,11204,2,0,2,"3,000","1,620",1920,1,B3,"13,20,000",16/03/21
BOROUGH PARK,02 TWO FAMILY DWELLINGS,1,5535,59,,B3,2049 63RD STREET,,11204,2,0,2,"2,300","1,600",1925,1,B3,"12,25,000",27/05/21
BOROUGH PARK,02 TWO FAMILY DWELLINGS,1,5536,19,,B1,2136 62ND STREET,,11204,2,0,2,"2,500","2,560",1920,1,B1,"11,90,000",11/08/21
BOROUGH PARK,02 TWO FAMILY DWELLINGS,1,5536,65,,B3,2125 63RD STREET,,11204,2,0,2,"2,300","2,160",1925,1,B3,"10,50,000",14/05/21
BOROUGH PARK,02 TWO FAMILY DWELLINGS,1,5538,73,,B1,1619 64TH STREET,,11204,2,0,2,"1,438","1,640",1935,1,B1,"5,10,000",28/07/21
BOROUGH PARK,02 TWO FAMILY DWELLINGS,1,5539,21,,B3,1730 63RD STREET,,11204,2,0,2,"1,513","1,732",1940,1,B3,"9,72,800",14/07/21
BOROUGH PARK,02 TWO FAMILY DWELLINGS,1,5541,10,,B3,1910 63RD STREET,,11204,2,0,2,"1,980","1,760",1925,1,B3,"9,90,000",13/11/20
BOROUGH PARK,02 TWO FAMILY DWELLINGS,1,5541,53,,B3,1955 64TH STREET,,11204,2,0,2,"1,150","1,528",1930,1,B3,"8,10,000",10/12/20
BOROUGH PARK,02 TWO FAMILY DWELLINGS,1,5544,28,,B1,1554 64TH STREET,,11219,2,0,2,"1,800","1,683",1945,1,B1,"10,80,000",04/08/21
BOROUGH PARK,02 TWO FAMILY DWELLINGS,1,5544,29,,B3,1556 64TH STREET,,11219,2,0,2,"1,800","1,683",1945,1,B3,"9,70,000",06/04/21
BOROUGH PARK,02 TWO FAMILY DWELLINGS,1,5544,36,,B1,1570 64TH STREET,,11219,2,0,2,"1,800","1,683",1945,1,B1,"9,25,000",02/12/20
BOROUGH PARK,02 TWO FAMILY DWELLINGS,1,5544,39,,B1,6402 16TH AVENUE,,11204,2,0,2,"1,558","1,942",1945,1,B1,"10,55,000",05/02/21
BOROUGH PARK,02 TWO FAMILY DWELLINGS,1,5545,41,,B3,1688 64TH STREET,,11204,2,0,2,"2,000","1,776",1940,1,B3,"9,95,000",03/09/21
BOROUGH PARK,02 TWO FAMILY DWELLINGS,1,5547,47,,B1,1867 65TH STREET,,11204,2,0,2,"2,425","2,600",1920,1,B1,"12,00,000",28/05/21
