NEIGHBORHOOD,BUILDING_CLASS_CATEGORY,TAX_CLASS_AT_PRESENT,BLOCK,LOT,EASEMENT,BUILDING_CLASS_AT_PRESENT,ADDRESS,APARTMENT_NUMBER,ZIP_CODE,RESIDENTIAL_UNITS,COMMERCIAL_UNITS,TOTAL_UNITS,LAND_SQUARE_FEET,GROSS_SQUARE_FEET,YEAR_BUILT,TAX_CLASS_AT_TIME_OF_SALE,BUILDING_CLASS_AT_TIME_OF_SALE,SALE_PRICE,SALE_DATE
BOROUGH PARK,02 TWO FAMILY DWELLINGS,1,5548,65,,B1,1937 65TH STREET,,11204,2,0,2,"2,900","2,560",1920,1,B1,"15,50,000",13/11/20
BOROUGH PARK,02 TWO FAMILY DWELLINGS,1,5549,65,,B1,2017 65TH STREET,,11204,2,0,2,"2,500","2,320",1920,1,B1,"14,60,000",28/05/21
BOROUGH PARK,02 TWO FAMILY DWELLINGS,1,5550,44,,B3,2161 65TH STREET,,11204,2,0,2,"2,400","1,640",1925,1,B3,"9,80,000",04/01/21
BOROUGH PARK,02 TWO FAMILY DWELLINGS,1,5585,29,,B2,1152 39TH STREET,,11218,2,0,2,"1,903","1,520",1920,1,B2,"9,30,000",26/01/21
BOROUGH PARK,02 TWO FAMILY DWELLINGS,1,5587,61,,B1,1037 41ST STREET,,11219,2,0,2,"2,104","2,400",1912,1,B1,"12,00,000",23/04/21
BOROUGH PARK,02 TWO FAMILY DWELLINGS,1,5589,34,,B2,1250 40TH STREET,,11218,2,0,2,"2,003","2,400",1899,1,B2,"13,50,000",06/04/21
BOROUGH PARK,02 TWO FAMILY DWELLINGS,1,5592,54,,B2,1163 42ND STREET,,11219,2,0,2,"2,504","2,164",1920,1,B2,"8,00,000",10/05/21
BOROUGH PARK,02 TWO FAMILY DWELLINGS,1,5594,58,,B1,1345 42ND STREET,,11219,2,0,2,"2,003","2,032",1910,1,B1,"13,00,000",04/03/21
BOROUGH PARK,02 TWO FAMILY DWELLINGS,1,5597,17,,B1,1122 42ND STREET,,11219,2,0,2,"2,003","2,700",1910,1,B1,"7,00,000",01/10/20
BOROUGH PARK,02 TWO FAMILY DWELLINGS,1,5599,12,,B1,1316 42ND STREET,,11219,2,0,2,"2,003","2,080",1940,1,B1,"12,55,000",27/01/21
BOROUGH PARK,02 TWO FAMILY DWELLINGS,1,5601,28,,B1,952 43RD STREET,,11219,2,0,2,"2,621","2,680",1930,1,B1,"16,00,000",14/10/20
BOROUGH PARK,02 TWO FAMILY DWELLINGS,1,5603,64,,B1,1165 44TH,,11219,2,0,2,"2,003","1,488",1901,1,B1,"11,25,000",01/12/20
BOROUGH PARK,02 TWO FAMILY DWELLINGS,1,5604,16,,B9,1226 43RD STREET,,11219,2,0,2,"2,504","3,577",1960,1,B9,"7,00,000",03/02/21
BOROUGH PARK,02 TWO FAMILY DWELLINGS,1,5605,11,,S2,1312 43 STREET,,11219,2,1,3,"2,003","3,000",1901,1,S2,"6,00,000",27/01/21
BOROUGH PARK,02 TWO FAMILY DWELLINGS,1,5612,64,,B1,1437 45TH STREET,,11219,2,0,2,"2,003","2,160",1910,1,B1,"13,00,000",16/11/20
BOROUGH PARK,02 TWO FAMILY DWELLINGS,1,5619,35,,B1,966 46TH STREET,,11219,2,0,2,"2,450","2,680",1930,1,B1,"17,00,000",15/10/20
BOROUGH PARK,02 TWO FAMILY DWELLINGS,1,5621,4,,B3,4617 11TH AVENUE,,11219,2,0,2,"1,380","1,890",1910,1,B3,"8,40,000",04/01/21
BOROUGH PARK,02 TWO FAMILY DWELLINGS,1,5625,55,,B1,955 48TH STREET,,11219,2,0,2,"2,504","2,680",1925,1,B1,"16,70,000",09/08/21
BOROUGH PARK,02 TWO FAMILY DWELLINGS,1,5626,55,,B1,4714 11TH AVENUE,,11219,2,0,2,"2,000","4,455",1910,1,B1,"9,99,999",07/06/21
BOROUGH PARK,02 TWO FAMILY DWELLINGS,1,5627,1,,B1,4721 11TH AVENUE,,11219,2,0,2,"2,017","3,000",1910,1,B1,"19,95,000",27/04/21
BOROUGH PARK,02 TWO FAMILY DWELLINGS,1,5627,4,,B1,4715 11TH AVENUE,,11219,2,0,2,"2,000","3,000",1910,1,B1,"11,65,000",12/11/20
BOROUGH PARK,02 TWO FAMILY DWELLINGS,1,5630,14,,B1,1420 47TH STREET,,11219,2,0,2,"2,003","2,492",1940,1,B1,"15,00,000",09/09/21
BOROUGH PARK,02 TWO FAMILY DWELLINGS,1,5632,36,,B1,4819 FT HAMILTON PKWY,,11219,2,0,2,"1,940","3,492",1899,1,B1,"9,99,999",19/05/21
BOROUGH PARK,02 TWO FAMILY DWELLINGS,1,5633,14,,B1,1120 48TH STREET,,11219,2,0,2,"2,404","2,560",1920,1,B1,"13,75,500",25/02/21
BOROUGH PARK,02 TWO FAMILY DWELLINGS,1,5633,43,,B1,1139 49TH STREET,,11219,2,0,2,"2,000","2,128",1901,1,B1,"11,30,000",08/04/21
BOROUGH PARK,02 TWO FAMILY DWELLINGS,1,5638,8,,B1,912 49TH STREET,,11219,2,0,2,"2,604","2,560",1920,1,B1,"17,35,000",09/08/21
BOROUGH PARK,02 TWO FAMILY DWELLINGS,1,5640,4,,B1,4915 11TH AVENUE,,11219,2,0,2,"2,000","3,552",1910,1,B1,"14,25,000",29/07/21
BOROUGH PARK,02 TWO FAMILY DWELLINGS,1,5644,21,,B1,836 50TH STREET,,11220,2,0,2,"2,003","2,863",1960,1,B1,"16,80,000",07/12/20
BOROUGH PARK,02 TWO FAMILY DWELLINGS,1,5645,42,,B1,980 50TH STREET,,11219,2,0,2,"2,003","2,145",1901,1,B1,"12,00,000",03/08/21
BOROUGH PARK,02 TWO FAMILY DWELLINGS,1,5646,3,,S2,5017 10TH AVENUE,,11219,2,1,3,"2,000","2,400",1950,1,S2,"7,25,000",20/04/21
BOROUGH PARK,02 TWO FAMILY DWELLINGS,1,5646,57,,B1,5024 11TH AVENUE,,11219,2,0,2,"2,517","2,800",1920,1,B1,"13,00,000",16/06/21
BOROUGH PARK,02 TWO FAMILY DWELLINGS,1,5647,5,,B1,5011 11TH AVENUE,,11219,2,0,2,"2,000","3,312",1901,1,B1,"12,20,000",18/08/21
BOROUGH PARK,02 TWO FAMILY DWELLINGS,1,5647,16,,B1,1124 50TH STREET,,11219,2,0,2,"2,003","2,208",1905,1,B1,"13,50,000",03/08/21
BOROUGH PARK,02 TWO FAMILY DWELLINGS,1,5651,21,,B1,834 51 ST,,11220,2,0,2,"2,000","1,632",1920,1,B1,"11,00,000",01/06/21
BOROUGH PARK,02 TWO FAMILY DWELLINGS,1,5651,29,,B9,854 51ST STREET,,11220,2,0,2,"2,003","2,100",1915,1,B9,"11,50,000",10/11/20
BOROUGH PARK,02 TWO FAMILY DWELLINGS,1,5651,48,,B1,873 52ND STREET,,11220,2,0,2,"2,003","3,158",1955,1,B1,"12,62,000",06/07/21
BOROUGH PARK,02 TWO FAMILY DWELLINGS,1,5652,48,,B1,961 52ND STREET,,11219,2,0,2,"2,003","3,480",1905,1,B1,"14,50,000",29/07/21
BOROUGH PARK,02 TWO FAMILY DWELLINGS,1,5652,53,,B1,973 52ND STREET,,11219,2,0,2,"2,003","3,480",1905,1,B1,"13,75,000",24/11/20
BOROUGH PARK,02 TWO FAMILY DWELLINGS,1,5654,58,,B1,1137 52ND STREET,,11219,2,0,2,"2,429","2,560",1920,1,B1,"15,50,000",10/03/21
BOROUGH PARK,02 TWO FAMILY DWELLINGS,1,5658,13,,B1,816 52ND STREET,,11220,2,0,2,"2,003","1,920",1930,1,B1,"9,80,000",16/12/20
BOROUGH PARK,02 TWO FAMILY DWELLINGS,1,5659,14,,B1,914 52ND STREET,,11219,2,0,2,"2,003","2,200",1905,1,B1,"12,50,000",26/07/21
BOROUGH PARK,02 TWO FAMILY DWELLINGS,1,5664,18,,B2,1434 52ND STREET,,11219,2,0,2,"3,506","2,448",1910,1,B2,"17,25,000",29/10/20
BOROUGH PARK,02 TWO FAMILY DWELLINGS,1,5665,6,,S2,5311 8TH AVENUE,,11220,2,1,3,"1,560","3,344",1905,1,S2,"2,00,000",14/06/21
BOROUGH PARK,02 TWO FAMILY DWELLINGS,1,5669,14,,B1,1220 53RD STREET,,11219,2,0,2,"2,003","2,224",1910,1,B1,"9,99,000",20/05/21
BOROUGH PARK,02 TWO FAMILY DWELLINGS,1,5669,21,,B1,1238 53RD STREET,,11219,2,0,2,"2,003","2,224",1910,1,B1,"9,99,000",02/08/21
BOROUGH PARK,02 TWO FAMILY DWELLINGS,1,5669,51,,B1,1231 54TH STREET,,11219,2,0,2,"2,346","2,200",1915,1,B1,"14,00,000",23/06/21
BOROUGH PARK,02 TWO FAMILY DWELLINGS,1,5674,13,,B1,1036 54TH STREET,,11219,2,0,2,"2,500","2,760",1920,1,B1,"13,00,000",07/05/21
BOROUGH PARK,02 TWO FAMILY DWELLINGS,1,5674,53,,B1,1047 55TH STREET,,11219,2,0,2,"3,005","2,600",1920,1,B1,"15,00,000",29/12/20
BOROUGH PARK,02 TWO FAMILY DWELLINGS,1,5675,14,,B3,1122 54TH STREET,,11219,2,0,2,"2,003","1,672",1915,1,B3,"9,50,000",29/06/21
BOROUGH PARK,02 TWO FAMILY DWELLINGS,1,5676,59,,B1,1237 55TH STREET,,11219,2,0,2,"2,429","2,520",1920,1,B1,"12,00,000",07/01/21
BOROUGH PARK,02 TWO FAMILY DWELLINGS,1,5679,71,,B1,821 56 STREET,,11220,2,0,2,"2,003","2,168",1920,1,B1,"14,00,000",02/08/21
BOROUGH PARK,02 TWO FAMILY DWELLINGS,1,5680,78,,B1,917 56TH STREET,,11219,2,0,2,"2,604","2,400",1915,1,B1,"14,85,000",22/02/21
BOROUGH PARK,02 TWO FAMILY DWELLINGS,1,5682,40,,B1,5502 12TH AVENUE,,11219,2,0,2,"2,067","2,600",1925,1,B1,"15,25,000",07/07/21
BOROUGH PARK,02 TWO FAMILY DWELLINGS,1,5682,45,,B1,5518 12TH AVE,,11219,2,0,2,"2,650","2,600",1925,1,B1,"17,75,000",11/03/21
BOROUGH PARK,02 TWO FAMILY DWELLINGS,1,5683,66,,B2,1235 56TH STREET,,11219,2,0,2,"4,007","2,251",1925,1,B2,"17,00,000",28/07/21
BOROUGH PARK,02 TWO FAMILY DWELLINGS,1,5684,55,,B1,1371 56TH STREET,,11219,2,0,2,"2,404","3,720",1925,1,B1,"18,36,000",11/08/21
BOROUGH PARK,02 TWO FAMILY DWELLINGS,1,5686,30,,B1,856 56TH STREET,,11220,2,0,2,"2,017","2,812",1960,1,B1,"16,10,000",14/07/21
BOROUGH PARK,02 TWO FAMILY DWELLINGS,1,5687,58,,B1,953 57TH STREET,,11219,2,0,2,"2,379","2,879",1925,1,B1,"15,84,000",17/11/20
BOROUGH PARK,02 TWO FAMILY DWELLINGS,1,5691,65,,B2,1361 57TH STREET,,11219,2,0,2,"1,669","1,736",1925,1,B2,"9,75,000",10/06/21
BOROUGH PARK,02 TWO FAMILY DWELLINGS,1,5696,39,,B1,5704 12TH AVE,,11219,2,0,2,"2,000","2,680",1925,1,B1,"9,90,000",13/04/21
BOROUGH PARK,02 TWO FAMILY DWELLINGS,1,5697,65,,B2,1229 58TH STREET,,11219,2,0,2,"2,003","1,828",1910,1,B2,"12,10,000",21/04/21
BOROUGH PARK,02 TWO FAMILY DWELLINGS,1,5698,7,,B1,5707 13TH AVENUE,,11219,2,0,2,"1,600","1,800",1940,1,B1,"9,50,000",10/09/21
BOROUGH PARK,02 TWO FAMILY DWELLINGS,1,5698,67,,B3,1377 58TH STREET,,11219,2,0,2,"1,203","2,000",1920,1,B3,"9,80,000",19/05/21
BOROUGH PARK,02 TWO FAMILY DWELLINGS,1,5700,67,,B1,827 59TH STREET,,11220,2,0,2,"2,003","3,093",1899,1,B1,"15,10,000",19/10/20
BOROUGH PARK,02 TWO FAMILY DWELLINGS,1,5703,47,,B1,1161 59TH STREET,,11219,2,0,2,"2,003","2,112",1925,1,B1,"11,20,000",14/10/20
BOROUGH PARK,02 TWO FAMILY DWELLINGS,1,5704,21,,B2,1236 58TH STREET,,11219,2,0,2,"2,003","1,791",1910,1,B2,"11,50,000",24/06/21
BOROUGH PARK,02 TWO FAMILY DWELLINGS,1,5704,54,,B2,1253 59TH STREET,,11219,2,0,2,"2,000","3,150",1899,1,B2,"9,50,000",14/09/21
BOROUGH PARK,02 TWO FAMILY DWELLINGS,1,5705,4,,B1,5813 13TH AVENUE,,11219,2,0,2,"2,000","2,160",1899,1,B1,"16,35,000",03/12/20
BOROUGH PARK,02 TWO FAMILY DWELLINGS,1,5706,41,,B2,5808 15TH AVENUE,,11219,2,0,2,"2,500","2,560",1925,1,B2,"14,00,000",23/02/21
BOROUGH PARK,02 TWO FAMILY DWELLINGS,1,5706,54,,B1,1459 59TH STREET,,11219,2,0,2,"2,003","2,800",1925,1,B1,"7,50,000",16/06/21
BOROUGH PARK,02 TWO FAMILY DWELLINGS,1,5709,62,,B1,1039 60TH STREET,,11219,2,0,2,"2,003","1,664",1930,1,B1,"11,00,000",04/12/20
BOROUGH PARK,02 TWO FAMILY DWELLINGS,1,5713,11,,B1,1408 59TH STREET,,11219,2,0,2,"2,003","3,080",1955,1,B1,"7,25,000",03/08/21
BOROUGH PARK,02 TWO FAMILY DWELLINGS,1,5717,14,,B2,1118 60TH STREET,,11219,2,0,2,"2,000","1,600",1901,1,B2,"9,00,000",27/07/21
BOROUGH PARK,02 TWO FAMILY DWELLINGS,1,5730,25,,B2,1050 62ND STREET,,11219,2,0,2,"2,525","1,596",1920,1,B2,"9,00,000",02/09/21
BOROUGH PARK,02 TWO FAMILY DWELLINGS,1,5730,34,,B9,1068 62ND STREET,,11219,2,0,2,"3,040","1,368",1920,1,B9,"1,70,000",19/10/20
BOROUGH PARK,02 TWO FAMILY DWELLINGS,1,6553,28,,B2,2252 64TH STREET,,11204,2,0,2,"2,000","1,952",1925,1,B2,"12,70,000",12/01/21
BOROUGH PARK,02 TWO FAMILY DWELLINGS,1,6553,32,,B2,2262 64TH STREET,,11204,2,0,2,"2,000","1,952",1925,1,B2,"11,95,000",10/11/20
BOROUGH PARK,02 TWO FAMILY DWELLINGS,1,6555,15,,B1,2322 60TH STREET,,11204,2,0,2,"2,200","3,206",1950,1,B1,"12,02,500",30/06/21
BOROUGH PARK,02 TWO FAMILY DWELLINGS,1,6555,32,,B1,2349 61ST STREET,,11204,2,0,2,"2,585","2,552",1940,1,B1,"11,30,000",03/02/21
BOROUGH PARK,02 TWO FAMILY DWELLINGS,1,6556,41,,B3,1416 DAHILL ROAD,,11204,2,0,2,"4,509","1,520",1925,1,B3,"13,40,000",16/08/21
BOROUGH PARK,02 TWO FAMILY DWELLINGS,1,6557,51,,B2,2359 63RD STREET,,11204,2,0,2,"3,025","1,577",1930,1,B2,"13,50,000",02/07/21
BOROUGH PARK,02 TWO FAMILY DWELLINGS,1,6558,58,,B2,2355 64TH STREET,,11204,2,0,2,"2,500","2,440",1930,1,B2,"14,03,000",10/06/21
BOROUGH PARK,02 TWO FAMILY DWELLINGS,1,6559,33,,B2,2364 64TH STREET,,11204,2,0,2,"2,500","2,560",1925,1,B2,"13,50,000",02/04/21
BOROUGH PARK,02 TWO FAMILY DWELLINGS,1,6562,24,,B3,2442 64TH STREET,,11204,2,0,2,"2,000","1,280",1935,1,B3,"9,00,000",14/09/21
BOROUGH PARK,02 TWO FAMILY DWELLINGS,1,6562,81,,B2,2421 65TH STREET,,11204,2,0,2,"2,600","1,800",1930,1,B2,"9,98,800",01/10/20
BOROUGH PARK,02 TWO FAMILY DWELLINGS,1,6563,52,,B2,1357 DAHILL ROAD,,11204,2,0,2,"1,800","2,100",1925,1,B2,"11,50,000",21/07/21
BOROUGH PARK,02 TWO FAMILY DWELLINGS,1,6563,70,,B9,1321 DAHILL ROAD,,11204,2,0,2,"2,150","3,328",1965,1,B9,"13,95,000",18/03/21
BOROUGH PARK,03 THREE FAMILY DWELLINGS,1,5293,16,,C0,1230 39TH STREET,,11218,3,0,3,"1,903","2,292",1901,1,C0,"11,00,000",02/03/21
BOROUGH PARK,03 THREE FAMILY DWELLINGS,1,5293,25,,C0,1248 39TH STREET,,11218,3,0,3,"1,903","2,292",1901,1,C0,"9,75,000",15/06/21
BOROUGH PARK,03 THREE FAMILY DWELLINGS,1,5381,71,,C0,1637 42ND STREET,,11204,3,0,3,"2,955","3,200",1930,1,C0,"17,50,000",20/01/21
BOROUGH PARK,03 THREE FAMILY DWELLINGS,1,5442,15,,C0,1524 47TH STREET,,11219,3,0,3,"2,070","2,980",1960,1,C0,"19,11,000",09/03/21
BOROUGH PARK,03 THREE FAMILY DWELLINGS,1,5448,84,,C0,1615 49TH STREET,,11204,3,0,3,"4,007","4,680",1975,1,C0,"32,50,000",28/06/21
BOROUGH PARK,03 THREE FAMILY DWELLINGS,1,5459,16,,C0,1618 50TH STREET,,11204,3,0,3,"3,005","4,875",1980,1,C0,"27,50,000",02/07/21
BOROUGH PARK,03 THREE FAMILY DWELLINGS,1,5465,15,,C0,1522 51ST ST,,11219,3,0,3,"4,007","5,304",1980,1,C0,"33,00,000",17/08/21
BOROUGH PARK,03 THREE FAMILY DWELLINGS,1,5466,81,,C0,1625 52ND ST,,11204,3,0,3,"3,656","3,134",1925,1,C0,"20,60,000",26/07/21
BOROUGH PARK,03 THREE FAMILY DWELLINGS,1,5469,58,,C0,1945 52ND STREET,,11204,3,0,3,"2,003","4,082",1910,1,C0,"17,00,000",17/08/21
BOROUGH PARK,03 THREE FAMILY DWELLINGS,1,5479,23,,C0,1738 53RD STREET,,11204,3,0,3,"2,755","2,638",1925,1,C0,"14,50,000",26/08/21
BOROUGH PARK,03 THREE FAMILY DWELLINGS,1,5486,46,,C0,1769 55TH STREET,,11204,3,0,3,"2,588","2,814",1925,1,C0,"11,95,000",18/02/21
BOROUGH PARK,03 THREE FAMILY DWELLINGS,1,5493,30,,C0,1760 56TH STREET,,11204,3,0,3,"2,454","2,320",1910,1,C0,"13,50,500",23/03/21
BOROUGH PARK,03 THREE FAMILY DWELLINGS,1,5494,135,,C0,11 DAHL COURT,,11204,3,0,3,"1,026","1,224",1940,1,C0,"8,60,000",26/10/20
BOROUGH PARK,03 THREE FAMILY DWELLINGS,1,5496,71,,C0,1517 58 STREET,,11219,3,0,3,"4,006","6,387",2006,1,C0,"1,15,000",29/12/20
BOROUGH PARK,03 THREE FAMILY DWELLINGS,1,5497,12,,C0,1614 57TH STREET,,11204,3,0,3,"2,300","5,600",1990,1,C0,"25,00,000",04/03/21
BOROUGH PARK,03 THREE FAMILY DWELLINGS,1,5503,21,,C0,1634 58TH STREET,,11204,3,0,3,"4,428","4,500",1987,1,C0,"23,00,000",20/11/20
BOROUGH PARK,03 THREE FAMILY DWELLINGS,1,5510,26,,C0,1648 59TH STREET,,11204,3,0,3,"3,005","4,572",1980,1,C0,"24,00,000",02/06/21
BOROUGH PARK,03 THREE FAMILY DWELLINGS,1,5515,41,,C0,2184 59TH STREET,,11204,3,0,3,"3,105","3,040",1960,1,C0,"13,75,000",08/10/20
BOROUGH PARK,03 THREE FAMILY DWELLINGS,1,5521,15,,C0,2026 60TH STREET,,11204,3,0,3,"2,300","1,600",1925,1,C0,"12,98,000",05/05/21
BOROUGH PARK,03 THREE FAMILY DWELLINGS,1,5525,34,,C0,1766 61ST STREET,,11204,3,0,3,"3,492","4,632",1920,1,C0,"18,00,500",15/12/20
BOROUGH PARK,03 THREE FAMILY DWELLINGS,1,5585,48,,C0,1155 40 ST,,11218,3,0,3,"1,903","2,280",1920,1,C0,"11,50,000",23/06/21
BOROUGH PARK,03 THREE FAMILY DWELLINGS,1,5588,12,,C0,1112 40TH STREET,,11218,3,0,3,"2,003","2,580",1899,1,C0,"13,50,000",16/06/21
BOROUGH PARK,03 THREE FAMILY DWELLINGS,1,5589,55,,C0,1261 41ST STREET,,11218,3,0,3,"2,003","2,352",1901,1,C0,"12,72,000",03/06/21
BOROUGH PARK,03 THREE FAMILY DWELLINGS,1,5589,60,,C0,1245 41ST STREET,,11218,3,0,3,"2,003","2,352",1901,1,C0,"13,10,000",01/10/20
BOROUGH PARK,03 THREE FAMILY DWELLINGS,1,5592,3,,C0,4119 FT HAMILTON PARKWAY,,11219,3,0,3,"1,920","3,090",1920,1,C0,"9,90,000",31/03/21
BOROUGH PARK,03 THREE FAMILY DWELLINGS,1,5592,29,,C0,1158 41ST STREET,,11218,3,0,3,"1,878","2,448",1910,1,C0,"14,19,800",18/12/20
BOROUGH PARK,03 THREE FAMILY DWELLINGS,1,5593,23,,C0,1250 41ST STREET,,11218,3,0,3,"2,000","2,172",1901,1,C0,"12,60,000",08/03/21
BOROUGH PARK,03 THREE FAMILY DWELLINGS,1,5609,57,,C0,1171 45TH STREET,,11219,3,0,3,"5,008","3,744",1925,1,C0,"24,40,000",28/12/20
BOROUGH PARK,03 THREE FAMILY DWELLINGS,1,5611,43,,C0,4416 14 AVE,,11219,3,0,3,"2,000","3,480",1975,1,C0,"14,50,000",04/01/21
BOROUGH PARK,03 THREE FAMILY DWELLINGS,1,5613,30,,C0,960 45TH STREET,,11219,3,0,3,"2,337","2,584",1930,1,C0,"9,99,000",15/07/21
BOROUGH PARK,03 THREE FAMILY DWELLINGS,1,5617,12,,C0,1312 45TH STREET,,11219,3,0,3,"2,070","4,800",1931,1,C0,"15,30,000",30/08/21
BOROUGH PARK,03 THREE FAMILY DWELLINGS,1,5618,65,,C0,1435 46TH STREET,,11219,3,0,3,"4,007","4,704",1920,1,C0,"16,00,000",17/11/20
BOROUGH PARK,03 THREE FAMILY DWELLINGS,1,5623,17,,C0,1328 46TH STREET,,11219,3,0,3,"3,506","4,218",1920,1,C0,"19,99,999",26/04/21
BOROUGH PARK,03 THREE FAMILY DWELLINGS,1,5624,1,,C0,1401 47TH STREET,,11219,3,0,3,"1,203","3,110",1945,1,C0,"13,00,000",30/12/20
BOROUGH PARK,03 THREE FAMILY DWELLINGS,1,5626,25,,C0,4712 FT HAMILTON PARKWAY,,11219,3,0,3,"1,640","3,240",1910,1,C0,"12,00,000",06/05/21
BOROUGH PARK,03 THREE FAMILY DWELLINGS,1,5628,48,,C0,1265 48TH STREET,,11219,3,0,3,"4,007","2,907",1987,1,C0,"21,50,500",17/08/21
BOROUGH PARK,03 THREE FAMILY DWELLINGS,1,5630,33,,C0,1464 47TH STREET,,11219,3,0,3,"2,417","3,960",1970,1,C0,"19,50,000",23/03/21
BOROUGH PARK,03 THREE FAMILY DWELLINGS,1,5632,38,,C0,4815 FORT HAMILTON PARKWAY,,11219,3,0,3,"1,780","3,492",1899,1,C0,"11,55,000",23/08/21
BOROUGH PARK,03 THREE FAMILY DWELLINGS,1,5634,13,,C0,1220 48TH STREET,,11219,3,0,3,"2,003","3,600",1987,1,C0,"22,00,000",09/03/21
BOROUGH PARK,03 THREE FAMILY DWELLINGS,1,5637,61,,C0,839 50TH STREET,,11220,3,0,3,"2,003","4,284",2004,1,C0,"18,00,000",18/02/21
BOROUGH PARK,03 THREE FAMILY DWELLINGS,1,5645,9,,C0,908 50TH STREET,,11219,3,0,3,"2,504","2,680",1920,1,C0,"13,50,000",08/06/21
BOROUGH PARK,03 THREE FAMILY DWELLINGS,1,5645,39,,C0,974 50TH STREET,,11219,3,0,3,"2,003","2,145",1901,1,C0,"12,00,000",28/06/21
BOROUGH PARK,03 THREE FAMILY DWELLINGS,1,5657,68,,C0,1417 52ND STREET,,11219,3,0,3,"2,454","4,120",1965,1,C0,"21,00,000",03/08/21
BOROUGH PARK,03 THREE FAMILY DWELLINGS,1,5671,55,,C0,1445 54TH STREET,,11219,3,0,3,"2,504","3,000",1975,1,C0,"13,40,000",29/10/20
BOROUGH PARK,03 THREE FAMILY DWELLINGS,1,5676,3,,C0,5417 12TH AVE,,11219,3,0,3,"2,500","2,800",1920,1,C0,"5,89,000",07/07/21
BOROUGH PARK,03 THREE FAMILY DWELLINGS,1,5678,62,,C0,1429 55TH STREET,,11219,3,0,3,"2,404","4,032",1960,1,C0,"9,96,000",11/08/21
BOROUGH PARK,03 THREE FAMILY DWELLINGS,1,5682,73,,C0,1113 56TH STREET,,11219,3,0,3,"4,157","2,173",1925,1,C0,"17,00,000",21/06/21
BOROUGH PARK,03 THREE FAMILY DWELLINGS,1,5690,71,,C0,1213 57TH STREET,,11219,3,0,3,"2,604","5,005",1988,1,C0,"21,10,000",05/11/20
BOROUGH PARK,03 THREE FAMILY DWELLINGS,1,5692,17,,C0,1432 56TH STREET,,11219,3,0,3,"2,500","4,800",1965,1,C0,"21,00,000",01/07/21
BOROUGH PARK,03 THREE FAMILY DWELLINGS,1,5695,29,,C0,1052 57TH STREET,,11219,3,0,3,"4,007","2,357",1925,1,C0,"17,00,000",21/01/21
BOROUGH PARK,03 THREE FAMILY DWELLINGS,1,5696,12,,C0,1118 57TH ST,,11219,3,0,3,"4,007","2,529",1925,1,C0,"9,99,000",24/06/21
BOROUGH PARK,03 THREE FAMILY DWELLINGS,1,5699,58,,C0,1435 58 STREET,,11219,3,0,3,"4,007","9,072",1999,1,C0,"29,90,000",15/10/20
BOROUGH PARK,03 THREE FAMILY DWELLINGS,1,5704,126,,C0,1248 58TH STREET,,11219,3,0,3,"3,000","3,080",1930,1,C0,"9,99,000",09/03/21
BOROUGH PARK,03 THREE FAMILY DWELLINGS,1,5705,13,,C0,1318 58TH STREET,,11219,3,0,3,"2,003","3,720",1985,1,C0,"18,00,000",03/05/21
BOROUGH PARK,03 THREE FAMILY DWELLINGS,1,5705,38,,C0,1333 59TH STREET,,11219,3,0,3,"3,000","6,760",1998,1,C0,"24,00,000",05/01/21
BOROUGH PARK,03 THREE FAMILY DWELLINGS,1,5713,18,,C0,1422 59TH STREET,,11219,3,0,3,"2,805","4,680",1987,1,C0,"24,50,000",25/05/21
BOROUGH PARK,03 THREE FAMILY DWELLINGS,1,5732,53,,C0,1263 TABOR COURT,,11219,3,0,3,"2,442","2,970",1930,1,C0,"15,20,000",11/01/21
BOROUGH PARK,03 THREE FAMILY DWELLINGS,1,5737,33,,C0,1060 63RD STREET,,11219,3,0,3,"2,500","2,320",1925,1,C0,"17,00,000",20/08/21
BOROUGH PARK,03 THREE FAMILY DWELLINGS,1,5737,34,,C0,1064 63RD STREET,,11219,3,0,3,"2,500","2,320",1925,1,C0,"16,50,000",22/09/21
BOROUGH PARK,03 THREE FAMILY DWELLINGS,1,5738,43,,C0,6310 12TH AVENUE,,11219,3,0,3,"2,290","3,660",1980,1,C0,"16,80,000",13/11/20
BOROUGH PARK,03 THREE FAMILY DWELLINGS,1,5744,83,,C0,1019 65TH STREET,,11219,3,0,3,"2,625","2,508",1925,1,C0,"15,50,000",18/12/20
BOROUGH PARK,07 RENTALS - WALKUP APARTMENTS,2,733,1,,C7,4317 8TH AVENUE,,11232,15,3,18,"6,017","19,104",1935,2,C7,"60,00,000",18/06/21
BOROUGH PARK,07 RENTALS - WALKUP APARTMENTS,2A,742,70,,C3,817 45TH STREET,,11220,4,0,4,"2,404","2,660",1931,2,C3,"23,00,000",16/04/21
BOROUGH PARK,07 RENTALS - WALKUP APARTMENTS,2A,742,71,,C3,813 45TH STREET,,11220,4,0,4,"2,404","2,660",1931,2,C3,"17,75,000",29/10/20
BOROUGH PARK,07 RENTALS - WALKUP APARTMENTS,2A,742,72,,C3,811 45TH STREET,,11220,4,0,4,"2,404","2,660",1931,2,C3,"17,75,000",29/10/20
BOROUGH PARK,07 RENTALS - WALKUP APARTMENTS,2A,760,28,,C3,858 46TH ST,,11220,4,0,4,"2,671","3,240",1927,2,C3,"18,00,000",13/05/21
